date,word,magnitude
Mar 20,davelf2,19.05633136
Mar 20,toussaint,19.05633136
Mar 20,traumatized,19.05633136
Mar 20,luckydog,19.05633136
Mar 20,dubbed,19.05633136
Mar 20,lesko,19.05633136
Mar 20,hardison,19.05633136
Mar 20,maybeeso,19.05633136
Mar 20,wolfinger,18.9431629
Mar 20,forcible,18.82908758
Mar 20,fbi,18.62970757
Mar 20,hornbeck,18.60772893
Mar 20,steveningen,18.60772893
Mar 20,clearinghouse,18.60772893
Mar 20,petition,18.59924651
Mar 20,legislature,18.28995039
Mar 20,paranoid,18.0853403
Mar 20,kyril,18.0853403
Mar 20,krugman,18.0853403
Mar 20,florida,17.98198045
Mar 20,southern,17.93866963
Mar 20,cop,17.47959132
Mar 20,families,17.41987413
Mar 20,marie,17.41537923
Mar 20,brooke,17.17636517
Mar 20,meteor,17.17636517
Mar 20,rainy,17.17636517
Mar 20,beck,17.17636517
Mar 20,signatures,17.17636517
Mar 20,battery,17.17636517
Mar 20,baxley,16.95500653
Mar 20,altercation,16.90476087
Mar 20,unlawful,16.85861868
Mar 20,herald,16.37648709
Mar 20,indict,16.34117626
Mar 20,portland,16.31854257
Mar 20,privacy,16.31854257
Mar 20,hckad,16.31854257
Mar 20,swampyankee,16.31854257
Mar 20,parsonsbeach,16.31854257
Mar 20,hey,15.82467276
Mar 20,shotput8,15.74500141
Mar 20,denise,15.74500141
Mar 20,millwood,15.74500141
Mar 20,jennyp,15.74500141
Mar 20,suspicious,15.56623665
Mar 20,okay,15.50135633
Mar 20,yahoo,15.50135633
Mar 20,bob,15.46126019
Mar 20,contradict,15.38026896
Mar 20,chase,15.26788015
Mar 20,stalk,15.20202364
Mar 20,handgun,15.05834515
Mar 20,convene,14.92746791
Mar 20,shooter,14.87773152
Mar 20,neighbourhood,14.84280978
Mar 20,james,14.818901
Mar 20,benjamin,14.76628074
Mar 20,seminole,14.60133895
Mar 20,watchman,13.90756252
Mar 20,allantbg,13.80799756
Mar 20,bodily,13.60590897
Mar 20,blade,13.43450882
Mar 20,jean,13.3094358
Mar 20,socialist,13.26886037
Mar 20,rallied,13.22979233
Mar 20,spanish,13.22857126
Mar 20,imminent,13.22857126
Mar 20,discriminate,13.12902042
Mar 20,alcohol,13.06425028
Mar 20,independence,13.04369629
Mar 20,american,12.45175167
Mar 20,dad,12.45042001
Mar 20,penalties,12.43955659
Mar 20,brady,12.43367145
Mar 20,viewer,12.43367145
Mar 20,sue,12.43367145
Mar 20,jealous,12.40515262
Mar 20,las,12.40515262
Mar 20,insane,12.40108507
Mar 20,gulf,12.40108507
Mar 20,doug,12.40108507
Mar 20,prosecutor,12.29563629
Mar 20,vigilante,12.04119983
Mar 20,candy,11.75782525
Mar 20,caller,11.74701827
Mar 20,eric,11.74455524
Mar 20,allegations,11.69913237
Mar 20,campus,11.67226876
Mar 20,felonies,11.67226876
Mar 20,allen,11.6220231
Mar 20,gunshot,11.48488502
Mar 20,homeless,11.45091011
Mar 20,fla,11.44593184
Mar 20,debbie,11.36766131
Mar 20,triplett,11.36766131
Mar 20,teenage,11.36294079
Mar 20,seattle,11.09374932
Mar 20,crime,11.07211257
Mar 20,scuffle,11.05601719
Mar 20,outcry,11.05601719
Mar 20,abc,11.05031635
Mar 20,assert,10.9859064
Mar 20,manslaughter,10.88736381
Mar 20,mom,10.88736381
Mar 20,audio,10.792294
Mar 20,republican,10.78285816
Mar 20,violate,10.66453609
Mar 20,anderson,10.55278303
Mar 20,statute,10.54084161
Mar 20,naacp,10.4966676
Mar 20,dennis,10.4966676
Mar 20,suburb,10.4966676
Mar 20,palin,10.35273034
Mar 20,affidavit,10.25351264
Mar 20,gop,10.12334677
Mar 20,immune,10.11596625
Mar 20,slur,10.00797994
Mar 20,ass,9.951645274
Mar 20,gov,9.861110507
Mar 20,oscar,9.760252918
Mar 20,matthew,9.760252918
Mar 20,miami,9.685019248
Mar 20,paul,9.64128264
Mar 20,aggressor,9.457142513
Mar 20,lee,9.442997611
Mar 20,radical,9.434012697
Mar 20,yeah,9.359305896
Mar 20,basketball,9.337815005
Mar 20,adam,9.337815005
Mar 20,pray,9.122341501
Mar 20,dismiss,9.072803177
Mar 20,twin,9.06530384
Mar 20,mexico,9.06530384
Mar 20,bonaparte,8.983013971
Mar 20,hoodie,8.93453767
Mar 20,sentinel,8.918186442
Mar 20,shit,8.793985862
Mar 20,tea,8.628471694
Mar 20,sarah,8.619163019
Mar 20,dem,8.559663754
Mar 20,detective,8.559663754
Mar 20,rage,8.559663754
Mar 20,idiot,8.559663754
Mar 20,patriot,8.452380435
Mar 20,stereotype,8.207720138
Mar 20,conceal,8.154650324
Mar 20,msnbc,8.127433158
Mar 20,punk,8.056331358
Mar 20,spokesman,8.039855298
Mar 20,unarmed,8.0046975
Mar 20,educate,7.954058178
Mar 20,fact,7.918124605
Mar 20,hispanic,7.914024339
Mar 20,jim,7.788235011
Mar 20,anti,7.783118324
Mar 20,war,7.716173731
Mar 20,criminal,7.680580867
Mar 20,aggression,7.621454414
Mar 20,space,7.601011821
Mar 20,lawmaker,7.601011821
Mar 20,outrage,7.571924139
Mar 20,love,7.53096839
Mar 20,teen,7.520680239
Mar 20,gotten,7.42140489
Mar 20,tracy,7.383140372
Mar 20,racist,7.363855882
Mar 20,meanwhile,7.258242542
Mar 20,perpetrated,7.185337652
Mar 20,wasn,7.156818821
Mar 20,michigan,7.156818821
Mar 20,bush,7.058034058
Mar 20,victim,6.924771297
Mar 20,latino,6.901820227
Mar 20,plead,6.867559103
Mar 20,sport,6.691467844
Mar 20,jones,6.671986628
Mar 20,tweet,6.671986628
Mar 20,fox,6.647022193
Mar 20,reuters,6.637085133
Mar 20,firearm,6.622659905
Mar 20,rep,6.622659905
Mar 20,child,6.52907008
Mar 20,texas,6.507865782
Mar 20,etc,6.470456462
Mar 20,obama,6.406505389
Mar 20,advocate,6.381812628
Mar 20,deserve,6.381812628
Mar 20,org,6.381812628
Mar 20,scott,6.362825882
Mar 20,studied,6.348408237
Mar 20,limbaugh,6.202576311
Mar 20,steve,6.119327508
Mar 20,fulton,6.030987825
Mar 20,journalist,6.026422895
Mar 20,commission,6.023338061
Mar 20,conservative,5.988634958
Mar 20,weapon,5.980495155
Mar 20,rick,5.939906762
Mar 20,nra,5.939906762
Mar 20,student,5.860885252
Mar 20,fatal,5.83809718
Mar 20,sen,5.725455057
Mar 20,illegal,5.719569918
Mar 20,arizona,5.669911
Mar 20,god,5.646576039
Mar 20,ethnic,5.607728934
Mar 20,spark,5.521393223
Mar 20,arm,5.502055543
Mar 20,america,5.341966429
Mar 20,ryan,5.332268046
Mar 20,celebrate,5.302705452
Mar 20,democrat,5.083016971
Mar 20,free,5.045190516
Mar 20,headline,5.016806267
Mar 20,sybrina,4.990041748
Mar 20,cbs,4.850177597
Mar 20,violence,4.847339908
Mar 20,media,4.804879042
Mar 20,african,4.784396124
Mar 20,violent,4.754463995
Mar 20,nbc,4.730915059
Mar 20,david,4.708142887
Mar 20,los,4.589927953
Mar 20,john,4.545176318
Mar 20,profile,4.522532889
Mar 20,FALSE,4.491476219
Mar 20,website,4.433184965
Mar 20,non,4.420126541
Mar 20,cnn,4.30101436
Mar 20,racism,4.256634308
Mar 20,TRUE,4.098545431
Mar 20,teach,4.077325162
Mar 20,robert,4.018296856
Mar 20,activist,4.018296856
Mar 20,twitter,3.940608858
Mar 20,online,3.910013055
Mar 20,santorum,3.874007699
Mar 20,photograph,3.874007699
Mar 20,washington,3.827516899
Mar 20,children,3.759161561
Mar 20,photo,3.660236257
Mar 20,abuse,3.521825181
Mar 20,economies,3.49162453
Mar 20,college,3.391899667
Mar 20,assault,3.283840715
Mar 20,romney,3.201879
Mar 20,corporate,2.994317479
Mar 20,sharpton,2.946900674
Mar 20,congress,2.892384792
Mar 20,freedom,2.826583056
Mar 20,michael,2.780437659
Mar 20,tax,2.746982938
Mar 20,facebook,2.746982938
Mar 20,campaign,2.619467266
Mar 20,youth,2.499681597
Mar 20,mitt,2.134496465
Mar 20,barack,1.983932122
Mar 20,opinion,1.85545598
Mar 20,enhance,1.794148547
Mar 21,prosecutable,95.42425094
Mar 21,snark,58.68591433
Mar 21,studies,47.27031505
Mar 21,juries,44.06673193
Mar 21,eisenhower,43.309844
Mar 21,forcible,35.14763014
Mar 21,baxley,35.04034682
Mar 21,unlawful,33.71723735
Mar 21,clayton,32.92136658
Mar 21,girlfriend,32.0594616
Mar 21,castle,31.49000281
Mar 21,statute,30.61863515
Mar 21,stall,30.05863905
Mar 21,seal,29.28075875
Mar 21,bodily,28.44871875
Mar 21,cellphone,28.39346303
Mar 21,sparked,28.25834421
Mar 21,felonies,28.01344501
Mar 21,peaden,27.71830016
Mar 21,jena,27.71830016
Mar 21,signatures,27.19591152
Mar 21,braynon,25.9859064
Mar 21,slur,25.94661467
Mar 21,outcries,25.76454775
Mar 21,petition,25.4038489
Mar 21,gate,24.98548964
Mar 21,whatsoever,24.33318399
Mar 21,turner,24.33318399
Mar 21,dame,24.25351264
Mar 21,breast,24.25351264
Mar 21,brockmole,24.25351264
Mar 21,dwelling,24.25351264
Mar 21,rallied,23.21963553
Mar 21,allegation,23.08946257
Mar 21,tempered,22.52111888
Mar 21,myboo,22.52111888
Mar 21,shootout,22.52111888
Mar 21,diaries,22.26421467
Mar 21,cop,21.69880302
Mar 21,gunman,21.47045646
Mar 21,bleeding,21.47045646
Mar 21,nra,21.05966943
Mar 21,legislature,20.90280044
Mar 21,neal,20.78872512
Mar 21,ignited,20.78872512
Mar 21,gehry,20.78872512
Mar 21,exponential,20.78872512
Mar 21,cum,20.78872512
Mar 21,subsection,20.78872512
Mar 21,titusville,20.78872512
Mar 21,skittles,20.66846719
Mar 21,perceive,20.50702528
Mar 21,retreat,20.42180041
Mar 21,olehippiechick,20.08436008
Mar 21,fuck,20.07440353
Mar 21,cancer,20.0390927
Mar 21,enacted,20.0390927
Mar 21,roosevelt,20.0390927
Mar 21,ing,20.0390927
Mar 21,triplett,19.63505135
Mar 21,nominating,19.63505135
Mar 21,irish,19.63505135
Mar 21,candy,19.59637541
Mar 21,stereotype,19.3467689
Mar 21,dispatch,19.31572143
Mar 21,indian,19.21567406
Mar 21,chase,19.08485019
Mar 21,probe,19.08485019
Mar 21,kenny,19.05633136
Mar 21,edward,19.05633136
Mar 21,extinction,19.05633136
Mar 21,greenbird,19.05633136
Mar 21,nemo,19.05633136
Mar 21,zimm,19.05633136
Mar 21,teller,19.05633136
Mar 21,terrified,19.05633136
Mar 21,comprehend,19.05633136
Mar 21,tallahassee,18.82908758
Mar 21,oscar,18.63321012
Mar 21,absurd,18.60772893
Mar 21,rand,18.60772893
Mar 21,tracy,18.45785093
Mar 21,families,18.44923033
Mar 21,ass,18.244683
Mar 21,naacp,18.13060768
Mar 21,jealous,18.13060768
Mar 21,pursuit,18.0853403
Mar 21,incompetence,18.0853403
Mar 21,prevail,17.57381507
Mar 21,cassandra,17.57381507
Mar 21,nelson,17.56820384
Mar 21,perry,17.31661141
Mar 21,stalk,17.27502687
Mar 21,gchaucer2,17.17636517
Mar 21,wolfinger,16.98352536
Mar 21,dude,16.95500653
Mar 21,hoodie,16.84798534
Mar 21,discriminate,16.58402579
Mar 21,wealth,16.53478009
Mar 21,barney,16.31854257
Mar 21,avila,16.22212266
Mar 21,gotten,16.0797106
Mar 21,commission,16.06223483
Mar 21,benjamin,15.99680414
Mar 21,21st,15.74500141
Mar 21,fla,15.67212206
Mar 21,brooke,15.26788015
Mar 21,lethal,15.26788015
Mar 21,dennis,15.26788015
Mar 21,shooter,15.25438295
Mar 21,florida,15.2412325
Mar 21,prayer,15.20202364
Mar 21,scuffle,15.20202364
Mar 21,imminent,14.78487376
Mar 21,immune,14.78487376
Mar 21,vigilante,14.75046979
Mar 21,lawrence,14.69433899
Mar 21,coon,14.51102257
Mar 21,susan,14.46793258
Mar 21,aggressor,14.46386502
Mar 21,homicide,14.31363764
Mar 21,violated,14.31363764
Mar 21,detect,14.31363764
Mar 21,bush,14.11606812
Mar 21,illinois,13.91548144
Mar 21,watchman,13.90756252
Mar 21,teenage,13.87474876
Mar 21,uciguy30,13.80799756
Mar 21,humor,13.80799756
Mar 21,miami,13.73511821
Mar 21,herald,13.73511821
Mar 21,bashir,13.56400522
Mar 21,attribute,13.56400522
Mar 21,courthouse,13.43450882
Mar 21,convene,13.26886037
Mar 21,american,13.25222142
Mar 21,spanish,13.22857126
Mar 21,fact,13.14408684
Mar 21,alcohol,13.06425028
Mar 21,seminole,13.01423689
Mar 21,frank,12.89784593
Mar 21,audio,12.69681647
Mar 21,conceal,12.60264141
Mar 21,bonaparte,12.43801934
Mar 21,glenn,12.43367145
Mar 21,inability,12.43367145
Mar 21,bullshit,12.43367145
Mar 21,sen,12.40515262
Mar 21,syg,12.40515262
Mar 21,o'donnell,12.40108507
Mar 21,provoke,12.40108507
Mar 21,spotlight,12.40108507
Mar 21,brain,12.36900815
Mar 21,alec,12.34222982
Mar 21,rick,11.87981352
Mar 21,repeal,11.72531448
Mar 21,assailant,11.71830016
Mar 21,leak,11.68235252
Mar 21,slaying,11.45091011
Mar 21,outrage,11.44593184
Mar 21,media,11.28102036
Mar 21,bob,11.13210734
Mar 21,slain,11.12605002
Mar 21,lawmaker,11.05601719
Mar 21,fulton,10.792294
Mar 21,suspicious,10.68271142
Mar 21,gov,10.56547554
Mar 21,suburb,10.4966676
Mar 21,forensic,10.36501612
Mar 21,teen,10.16684551
Mar 21,react,10.11596625
Mar 21,crime,10.02757365
Mar 21,sybrina,9.980083495
Mar 21,rep,9.933989857
Mar 21,eric,9.840032767
Mar 21,doj,9.760252918
Mar 21,gonna,9.760252918
Mar 21,prosecutor,9.751711543
Mar 21,space,9.674015045
Mar 21,african,9.568792248
Mar 21,dismiss,9.526443336
Mar 21,assert,9.521118878
Mar 21,punk,9.521118878
Mar 21,unarmed,9.516695917
Mar 21,allen,9.508927989
Mar 21,seattle,9.508927989
Mar 21,latino,9.490002811
Mar 21,wreck,9.457142513
Mar 21,victories,9.457142513
Mar 21,org,9.445082689
Mar 21,slideshow,9.329572442
Mar 21,scott,9.08975126
Mar 21,mom,9.072803177
Mar 21,pic,9.06530384
Mar 21,lee,9.041167925
Mar 21,custody,9.035007092
Mar 21,firearm,9.03089987
Mar 21,fbi,8.909860143
Mar 21,defence,8.900840012
Mar 21,weigh,8.658305705
Mar 21,twin,8.588182585
Mar 21,america,8.507576165
Mar 21,fatal,8.474657196
Mar 21,altercation,8.452380435
Mar 21,patriot,8.452380435
Mar 21,tom,8.344537512
Mar 21,shit,8.207720138
Mar 21,tweet,8.154650324
Mar 21,rev,8.11106133
Mar 21,diverse,8.056331358
Mar 21,fuel,8.056331358
Mar 21,neighbourhood,8.039855298
Mar 21,non,8.036593711
Mar 21,handgun,8.031117415
Mar 21,weapon,8.013863508
Mar 21,obama,8.008131736
Mar 21,perpetrated,7.838550165
Mar 21,emotion,7.829877096
Mar 21,miley's,7.788235011
Mar 21,tea,7.748015398
Mar 21,trigger,7.711882701
Mar 21,bias,7.658175153
Mar 21,arm,7.655033799
Mar 21,sheriff,7.633940076
Mar 21,speculate,7.621454414
Mar 21,taaffe,7.601011821
Mar 21,republican,7.518323122
Mar 21,conservative,7.485793698
Mar 21,james,7.409450501
Mar 21,southern,7.409450501
Mar 21,deserve,7.402902648
Mar 21,scream,7.39583288
Mar 21,portray,7.39583288
Mar 21,regardless,7.333183991
Mar 21,mayor,7.224719896
Mar 21,profile,7.207786793
Mar 21,criminal,7.20549339
Mar 21,usa,7.185337652
Mar 21,thread,7.185337652
Mar 21,racism,7.094390513
Mar 21,gunshot,6.972965907
Mar 21,romney,6.9374045
Mar 21,prejudice,6.867559103
Mar 21,victim,6.825845993
Mar 21,andrew,6.802954483
Mar 21,professor,6.689075023
Mar 21,offense,6.675630009
Mar 21,reuters,6.637085133
Mar 21,hispanic,6.627995384
Mar 21,photo,6.52907008
Mar 21,mainstream,6.5252829
Mar 21,appropriate,6.5252829
Mar 21,celebrate,6.507865782
Mar 21,plea,6.448922966
Mar 21,matt,6.448922966
Mar 21,aggression,6.448922966
Mar 21,robert,6.429274969
Mar 21,manslaughter,6.350962224
Mar 21,paul,6.266833716
Mar 21,injustice,6.20276311
Mar 21,minister,6.119327508
Mar 21,twitter,6.075105323
Mar 21,independence,6.020167521
Mar 21,child,5.83659295
Mar 21,plead,5.811011549
Mar 21,burglaries,5.811011549
Mar 21,ryan,5.742442511
Mar 21,democrat,5.734685814
Mar 21,racist,5.701049715
Mar 21,violent,5.63492029
Mar 21,abuse,5.63492029
Mar 21,cbs,5.615995112
Mar 21,love,5.566367941
Mar 21,gop,5.543737518
Mar 21,educate,5.543737518
Mar 21,biden,5.521393223
Mar 21,yeah,5.459595106
Mar 21,endorse,5.248333802
Mar 21,michigan,5.248333802
Mar 21,online,5.21335074
Mar 21,etc,5.17636517
Mar 21,hood,4.990041748
Mar 21,santorum,4.930555254
Mar 21,FALSE,4.919235859
Mar 21,corporate,4.919235859
Mar 21,children,4.847339908
Mar 21,science,4.816479931
Mar 21,TRUE,4.805191195
Mar 21,washington,4.784396124
Mar 21,free,4.748414604
Mar 21,war,4.748414604
Mar 21,jeff,4.745001406
Mar 21,sentinel,4.579609254
Mar 21,value,4.563771656
Mar 21,violence,4.550563995
Mar 21,kick,4.491476219
Mar 21,opinion,4.474923246
Mar 21,hurt,4.443885766
Mar 21,internet,4.443885766
Mar 21,activist,4.420126541
Mar 21,advocate,4.339632587
Mar 21,texas,4.338577188
Mar 21,youth,4.317631849
Mar 21,msnbc,4.277596399
Mar 21,website,4.26899293
Mar 21,immigrant,4.226190217
Mar 21,sport,4.226190217
Mar 21,illegal,4.214419939
Mar 21,boo,4.098545431
Mar 21,broadcast,4.077325162
Mar 21,agenda,4.049936429
Mar 21,facebook,3.967864243
Mar 21,anti,3.967864243
Mar 21,chicago,3.829087577
Mar 21,sharpton,3.82005643
Mar 21,student,3.707906996
Mar 21,joe,3.69791644
Mar 21,michael,3.635956939
Mar 21,abc,3.61646717
Mar 21,enhance,3.588297093
Mar 21,college,3.53322882
Mar 21,god,3.510033754
Mar 21,mitt,3.448032751
Mar 21,campaign,3.383478552
Mar 21,john,3.349077287
Mar 21,san,3.318542566
Mar 21,nbc,3.204813427
Mar 21,tax,3.204813427
Mar 21,topic,3.133416858
Mar 21,cnn,2.867342907
Mar 21,carpet,2.826583056
Mar 21,freedom,2.826583056
Mar 21,assault,2.791264608
Mar 21,dnc,2.737009138
Mar 21,journalist,2.636560017
Mar 21,contributor,2.60667537
Mar 21,barack,2.594372775
Mar 21,upcoming,2.402595598
Mar 21,relive,2.261266445
Mar 21,economic,2.259908586
Mar 21,starlets,2.136542285
Mar 21,david,2.07158287
Mar 21,awkward,2.033368353
Mar 21,iphone,1.978608139
Mar 21,tlc,1.978608139
Mar 21,vmas,1.978608139
Mar 21,memorable,1.978608139
Mar 21,fox,1.955006527
Mar 21,mlb,1.824672759
Mar 22,bales,67.78471528
Mar 22,prosecutable,66.79697566
Mar 22,una,60.63378159
Mar 22,hoodie,58.96794868
Mar 22,supremacist,57.74253523
Mar 22,cheer,55.38635466
Mar 22,hood,53.98317891
Mar 22,por,47.23500422
Mar 22,lee,45.80858415
Mar 22,bonaparte,42.84206663
Mar 22,react,42.02016752
Mar 22,conservation,39.8065811
Mar 22,policia,38.11266272
Mar 22,con,36.38026896
Mar 22,rallied,36.1794321
Mar 22,diverse,35.88729423
Mar 22,norton,35.30697285
Mar 22,homicidal,35.01680627
Mar 22,las,33.39848783
Mar 22,chant,32.34284714
Mar 22,hammer,31.94264591
Mar 22,para,31.18308768
Mar 22,restoration,30.12654012
Mar 22,screaming,29.45069392
Mar 22,jeered,29.45069392
Mar 22,semblance,29.45069392
Mar 22,hornsby,29.45069392
Mar 22,nominate,29.38867798
Mar 22,afghan,28.93586515
Mar 22,sgt,28.87126762
Mar 22,prohibited,28.62727528
Mar 22,corporal,28.62727528
Mar 22,skittles,28.07791769
Mar 22,nixon,27.71830016
Mar 22,purdy,27.71830016
Mar 22,mary,27.71830016
Mar 22,juries,26.51803337
Mar 22,stein,25.9859064
Mar 22,kandahar,25.9859064
Mar 22,panda,25.9859064
Mar 22,slay,24.33318399
Mar 22,noche,24.25351264
Mar 22,turmoil,24.25351264
Mar 22,diaries,24.11956589
Mar 22,sweatshirt,23.50111549
Mar 22,tracy,23.37994451
